Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2018,4,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,stanford-cardinal,washington-huskies,lsu-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,mississippi-state-bulldogs,virginia-tech-hokies,auburn-tigers,wisconsin-badgers,miami-fl-hurricanes,michigan-wolverines,oregon-ducks,michigan-state-spartans,west-virginia-mountaineers,ucf-knights,oklahoma-state-cowboys,tcu-horned-frogs,colorado-buffaloes,iowa-hawkeyes,boise-state-broncos
adam-jude,2018,4,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,ohio-state-buckeyes,oklahoma-sooners,auburn-tigers,notre-dame-fighting-irish,washington-huskies,stanford-cardinal,west-virginia-mountaineers,wisconsin-badgers,virginia-tech-hokies,penn-state-nittany-lions,mississippi-state-bulldogs,tcu-horned-frogs,oklahoma-state-cowboys,michigan-wolverines,miami-fl-hurricanes,ucf-knights,oregon-ducks,texas-am-aggies,boston-college-eagles,utah-utes,boise-state-broncos
andy-greder,2018,4,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,ohio-state-buckeyes,oklahoma-sooners,lsu-tigers,stanford-cardinal,notre-dame-fighting-irish,auburn-tigers,washington-huskies,penn-state-nittany-lions,virginia-tech-hokies,tcu-horned-frogs,michigan-wolverines,west-virginia-mountaineers,wisconsin-badgers,ucf-knights,mississippi-state-bulldogs,miami-fl-hurricanes,oklahoma-state-cowboys,oregon-ducks,texas-am-aggies,boston-college-eagles,north-carolina-state-wolfpack,boise-state-broncos
ben-jones,2018,4,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oklahoma-sooners,penn-state-nittany-lions,lsu-tigers,notre-dame-fighting-irish,stanford-cardinal,auburn-tigers,washington-huskies,wisconsin-badgers,virginia-tech-hokies,michigan-wolverines,mississippi-state-bulldogs,west-virginia-mountaineers,tcu-horned-frogs,oregon-ducks,ucf-knights,miami-fl-hurricanes,boston-college-eagles,oklahoma-state-cowboys,colorado-buffaloes,boise-state-broncos,duke-blue-devils
bill-landis,2018,4,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,lsu-tigers,oklahoma-sooners,penn-state-nittany-lions,auburn-tigers,washington-huskies,notre-dame-fighting-irish,stanford-cardinal,mississippi-state-bulldogs,oklahoma-state-cowboys,virginia-tech-hokies,tcu-horned-frogs,michigan-wolverines,miami-fl-hurricanes,oregon-ducks,ucf-knights,west-virginia-mountaineers,byu-cougars,texas-am-aggies,wisconsin-badgers,duke-blue-devils,boston-college-eagles
blake-toppmeyer,2018,4,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,ohio-state-buckeyes,oklahoma-sooners,lsu-tigers,stanford-cardinal,notre-dame-fighting-irish,auburn-tigers,washington-huskies,ucf-knights,penn-state-nittany-lions,mississippi-state-bulldogs,west-virginia-mountaineers,tcu-horned-frogs,wisconsin-badgers,virginia-tech-hokies,oklahoma-state-cowboys,texas-am-aggies,michigan-wolverines,oregon-ducks,miami-fl-hurricanes,duke-blue-devils,iowa-hawkeyes,kentucky-wildcats
bob-asmussen,2018,4,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,virginia-tech-hokies,penn-state-nittany-lions,stanford-cardinal,notre-dame-fighting-irish,auburn-tigers,washington-huskies,west-virginia-mountaineers,mississippi-state-bulldogs,wisconsin-badgers,oklahoma-state-cowboys,michigan-wolverines,ucf-knights,miami-fl-hurricanes,oregon-ducks,michigan-state-spartans,texas-am-aggies,boston-college-eagles,tcu-horned-frogs,kentucky-wildcats
brandon-marcello,2018,4,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,lsu-tigers,auburn-tigers,washington-huskies,mississippi-state-bulldogs,west-virginia-mountaineers,stanford-cardinal,tcu-horned-frogs,virginia-tech-hokies,ucf-knights,oklahoma-state-cowboys,penn-state-nittany-lions,notre-dame-fighting-irish,wisconsin-badgers,oregon-ducks,boise-state-broncos,miami-fl-hurricanes,texas-am-aggies,boston-college-eagles,byu-cougars,michigan-wolverines
brent-axe,2018,4,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,stanford-cardinal,penn-state-nittany-lions,notre-dame-fighting-irish,mississippi-state-bulldogs,west-virginia-mountaineers,auburn-tigers,washington-huskies,virginia-tech-hokies,oklahoma-state-cowboys,ucf-knights,oregon-ducks,duke-blue-devils,byu-cougars,texas-am-aggies,tcu-horned-frogs,wisconsin-badgers,boston-college-eagles,kentucky-wildcats,miami-fl-hurricanes
brett-mcmurphy,2018,4,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,stanford-cardinal,west-virginia-mountaineers,penn-state-nittany-lions,auburn-tigers,washington-huskies,notre-dame-fighting-irish,oklahoma-state-cowboys,mississippi-state-bulldogs,boston-college-eagles,virginia-tech-hokies,michigan-wolverines,ucf-knights,miami-fl-hurricanes,oregon-ducks,tcu-horned-frogs,colorado-buffaloes,byu-cougars,south-florida-bulls,north-texas-mean-green
